atomic_volume_delta,electron_affinity_delta,fusion_heat_delta,metallic_radius_avg,molar_heat_capacity_delta,vdw_radius_batsanov_avg,vdw_radius_batsanov_delta,T
0.2569660795583035,0.3983015784649863,2.5983396140612567,116.85,0.7744770816492891,202.49999999999997,2.499999999999986,1100
0.2467257833655637,0.3902196220914572,2.597771352525083,116.95,0.7250062068699824,202.75,2.4874685927665356,1100
0.2643197422765179,0.4000175824688206,2.623707824815865,116.8,0.8223867703216046,202.0,2.449489742783164,1100
0.256850572358607,0.4051400959442297,2.6340882673137584,116.9,0.7769444960870754,202.25,2.4874685927665356,1100
0.246624513450829,0.4039960437915199,2.630668878821506,117.0,0.725438488088411,202.49999999999997,2.499999999999986,1100
0.2332792929063088,0.3965311897653193,2.6133954924580394,117.1,0.6664643651389021,202.75,2.4874685927665356,1100
0.2641895502774982,0.392665297955141,2.6613575483200296,116.85,0.825330842753377,201.75,2.3848480035423507,1100
0.2567348765161706,0.4046697014550258,2.668773641581466,116.95,0.7780056233729931,202.0,2.449489742783164,1100
0.2465230595985192,0.4102182020988338,2.662574130423414,117.05,0.7243686906541444,202.25,2.4874685927665356,1100
0.2331921627284069,0.4095732588813626,2.6426631926902826,117.15,0.6628896967067747,202.49999999999997,2.499999999999986,1100
0.2735048495083844,0.3659677063071271,2.664945778060034,116.75,0.8772073586102659,202.74999999999997,2.4874685927665356,1100
0.2654098311154395,0.352566827874092,2.709026162664362,116.85,0.8354226475263881,203.0,2.449489742783164,1100
0.2733854550952663,0.3780725750351374,2.709006967506728,116.8,0.8803991992272594,202.5,2.499999999999986,1100
0.2653044869313285,0.3725009772486505,2.749646522737059,116.9,0.8368631907307188,202.74999999999997,2.4874685927665356,1100
0.2545142005158851,0.3598957614486446,2.776654956958102,117.0,0.7879547893121785,203.0,2.449489742783164,1100
0.2732658801097158,0.3821911850470909,2.7517959590056815,116.85,0.882346162228861,202.25,2.4874685927665356,1100
0.2651989685887083,0.3838428167690515,2.7891161234340887,116.95,0.8370011947422772,202.5,2.499999999999986,1100
0.2544226570079537,0.378880441620704,2.813072341764427,117.05,0.7860679041914888,202.74999999999997,2.4874685927665356,1100
0.2405731232028094,0.3670358907521166,2.82400473618583,117.15,0.7283749034666143,203.0,2.449489742783164,1100
0.2731461243145857,0.3785842731304348,2.7933712159324617,116.9,0.8830564817722586,202.0,2.449489742783164,1100
0.2650932758796113,0.3873478513161001,2.827483156448505,117.0,0.8358373047429741,202.25,2.487468592766536,1100
0.2543309425830514,0.3894875337885664,2.8484765665176184,117.1,0.782786529010304,202.5,2.499999999999986,1100
0.2404956455819484,0.3851137429827708,2.856640684440379,117.2,0.7226209241365763,202.74999999999997,2.4874685927665356,1100
0.2730261874719537,0.3670241433416876,2.833786159892803,116.95,0.8825331438535322,201.75,2.3848480035423507,1100
0.2649874085953944,0.3832311676432381,2.8647919208905908,117.05,0.8333660660238088,202.0,2.449489742783164,1100
0.2542390570562078,0.3923970042070909,2.8829049585444193,117.15,0.7780930214312421,202.25,2.4874685927665356,1100
0.2404179970419268,0.3950121073691282,2.888367834954544,117.25,0.7152999370893302,202.5,2.499999999999986,1100
0.2817508840847359,0.3525508795013844,2.7706490214388393,116.85,0.9354004490056648,202.75,2.4874685927665356,1100
0.2730922660115769,0.3424193389613087,2.837347837329783,116.95,0.8915855259031515,202.99999999999997,2.449489742783164,1100
0.2617620189757111,0.3242834558718648,2.889984256012478,117.05,0.8427164410405196,203.25,2.3848480035423507,1100
0.2816408467077558,0.3612579861694405,2.8181055249936966,116.9,0.935312247327062,202.5,2.499999999999986,1100
0.2729959332795943,0.359045002233285,2.8810963191118755,117.0,0.8896958750044868,202.75,2.4874685927665356,1100
0.2616794535117858,0.3496700869193698,2.9303809905880835,117.1,0.8388110633509787,202.99999999999997,2.449489742783164,1100
0.2473249622325901,0.3325280450483834,2.9666427152591193,117.2,0.7816295478038171,203.25,2.3848480035423507,1100
0.2815306416847777,0.3617281610618665,2.864231310491525,116.95,0.9340588846534243,202.25,2.4874685927665356,1100
0.2728994379629708,0.3670154541197137,2.9236567428479012,117.05,0.8865747289428001,202.5,2.499999999999986,1100
0.2615967278535093,0.3653810334708134,2.9697030154545754,117.15,0.8335820295567794,202.75,2.4874685927665356,1100
0.2472564186364344,0.3567297726258626,3.002985639326302,117.25,0.7739500952903873,202.99999999999997,2.449489742783164,1100
0.2814202688188498,0.3539942265619591,2.909089677201443,117.0,0.9316356583987108,202.0,2.449489742783164,1100
0.2728027798891788,0.3668952077865009,2.965080268727981,117.1,0.8822090171835694,202.25,2.4874685927665356,1100
0.2615138418488568,0.3726421199411033,3.0079924783815533,117.2,0.8270042321536205,202.5,2.499999999999986,1100
0.2471877140796628,0.371567060719461,3.038380489668797,117.3,0.7647710441694294,202.75,2.4874685927665356,1100
0.2727059588851552,0.3586761260952555,3.00541390660255,117.15,0.8765801446530712,202.0,2.449489742783164,1100
0.2614307953453163,0.3719485441404492,3.0452883278927794,117.25,0.8190451757992347,202.25,2.4874685927665356,1100
0.2471188484280233,0.3781438225671546,3.0728600277266125,117.35,0.7540376316869069,202.5,2.499999999999986,1100
0.2668971618457367,0.3659260673418383,2.4540220047913177,116.6,0.8053600126651432,202.49999999999997,2.499999999999986,1100
0.2615848815193616,0.3524969241415641,2.4807165799421744,116.7,0.7642800533835746,202.75,2.4874685927665356,1100
0.266753021673936,0.3780591047456252,2.4974392385001076,116.65,0.8118083209723831,202.25,2.4874685927665356,1100
0.2614557664127757,0.372462053704889,2.5206911750549685,116.75,0.7689934980219271,202.49999999999997,2.499999999999986,1100
0.2535847092371769,0.359829336240201,2.529423798021992,116.85,0.7203920807449231,202.75,2.4874685927665356,1100
0.2666086719604055,0.3822044042156809,2.539500147666859,116.7,0.8168737662576756,202.0,2.449489742783164,1100
0.26132645323988,0.3838314752216962,2.559432114747332,116.8,0.7722693830523126,202.25,2.487468592766536,1100
0.253469899813517,0.3788441251225412,2.565101167595539,116.9,0.721673575794486,202.49999999999997,2.499999999999986,1100
0.2427892271294353,0.3669727727078177,2.556602188452478,117.0,0.6637175604125596,202.75,2.4874685927665356,1100
0.2664641123646047,0.3786244135322809,2.580271061342199,116.75,0.8205819581248418,201.75,2.3848480035423507,1100
0.2611969417064991,0.3873628031854164,2.596994609158825,116.85,0.7741259587431489,202.0,2.449489742783164,1100
0.2533548998647844,0.3894782549265922,2.599688971781047,116.95,0.7214449043412806,202.25,2.4874685927665356,1100
0.242688508100933,0.3850799343378769,2.5883979601290057,117.05,0.6610521915855054,202.49999999999997,2.499999999999986,1100
0.2663193425447579,0.3670931849591649,2.619812207010266,116.8,0.8229512439993025,201.5,2.291287847477907,1100
0.2610672315174219,0.3832727504173283,2.6334290858118807,116.9,0.7745734309928268,201.75,2.3848480035423503,1100
0.2532397091314182,0.392413647802244,2.63323014565761,117.0,0.7197046269130132,202.0,2.449489742783164,1100
0.2425876026095614,0.3950048300343474,2.619212238441169,117.1,0.6567198794006465,202.25,2.4874685927665356,1100
0.2763324671023537,0.3525213283664743,2.6068187508915917,116.7,0.8757060008929936,202.5,2.499999999999986,1100
0.2703896021257991,0.3423614416406491,2.657892915450131,116.8,0.8330022508973187,202.74999999999997,2.4874685927665356,1100
0.2619266791503256,0.3241933088317271,2.694569538905982,116.9,0.7849968152801639,203.0,2.449489742783164,1100
0.2761992278128756,0.3612572308951941,2.653096822582998,116.75,0.8783586966609938,202.25,2.4874685927665356,1100
0.2702708012113607,0.3590180450103638,2.700511803343951,116.85,0.8338733417012439,202.5,2.499999999999986,1100
0.2618219667646853,0.3496155051082026,2.7338662641029092,116.95,0.7838820064269875,202.74999999999997,2.4874685927665356,1100
0.2505979296078085,0.3324423576818448,2.7536711858898473,117.05,0.7272501289102669,203.0,2.449489742783164,1100
0.2760657971126339,0.3617554516449802,2.698003150479999,116.8,0.8797664462799202,202.0,2.449489742783164,1100
0.2701518181663109,0.367016725182741,2.741899478463789,116.9,0.8334379101048857,202.25,2.487468592766536,1100
0.2617170784106153,0.3653565673870713,2.772043289705267,117.0,0.781373150293763,202.5,2.499999999999986,1100
0.2505070800498618,0.3566783440326362,2.7888805549897615,117.1,0.7223328526378955,202.74999999999997,2.4874685927665356,1100
0.2759321747239509,0.354050768556804,2.741605141153627,116.85,0.8799352248887412,201.75,2.3848480035423507,1100
0.2700326527498962,0.36692412905758,2.782110889235007,116.95,0.8316939040296011,202.0,2.449489742783164,1100
0.261612013876462,0.3726453558729313,2.8091462671067875,117.05,0.7774567512087084,202.25,2.4874685927665356,1100
0.2504160574083566,0.3715449919224637,2.8230982979698034,117.15,0.715862242334375,202.5,2.499999999999986,1100
0.2699133047205682,0.3587339911486834,2.821196333118275,117.0,0.8286330611314029,201.75,2.3848480035423503,1100
0.2615067729498759,0.3719790601290127,2.845217214906447,117.1,0.7721113909275005,202.0,2.449489742783164,1100
0.250324861494484,0.378148966603723,2.8563600525844075,117.2,0.7077956979241958,202.25,2.4874685927665356,1100
0.2851838935695313,0.3366222840904381,2.70362423424558,116.8,0.9326332344496412,202.5,2.499999999999986,1100
0.2786379497466879,0.3299128777651209,2.777703142886222,116.9,0.8878901959138864,202.75,2.4874685927665356,1100
0.2696154755882772,0.3151512758728158,2.837094464412491,117.0,0.8379670339577802,202.99999999999997,2.449489742783164,1100
0.2578566385890483,0.2911151343596956,2.8827061504773597,117.1,0.781872112304819,203.25,2.3848480035423507,1100
0.2850605825429439,0.3416998127992809,2.7534419823195835,116.85,0.9320315177074212,202.25,2.4874685927665356,1100
0.2785285938416559,0.3431236028548075,2.8235516641280003,116.95,0.8854524267288443,202.5,2.499999999999986,1100
0.2695198753435314,0.3371330992428119,2.8793861759062467,117.05,0.8334655061848687,202.75,2.4874685927665356,1100
0.2577748873980364,0.3233164415461478,2.9217640219565983,117.15,0.774983225624916,202.99999999999997,2.449489742783164,1100
0.2849370950041731,0.3381237672626159,2.801817445873303,116.9,0.930259506804418,202.0,2.449489742783164,1100
0.2784190689540359,0.3474907578006408,2.868123559053898,117.0,0.8817737805128928,202.25,2.4874685927665356,1100
0.2694241109387619,0.3494593631967294,2.9205314584849105,117.1,0.8276247640084239,202.5,2.499999999999986,1100
0.2576929741051305,0.3441565650904594,2.9597795103689735,117.2,0.7666133314781315,202.75,2.4874685927665356,1100
0.2783093748843256,0.3433519574396855,2.9114774599848783,117.05,0.8768386396595438,202.0,2.449489742783164,1100
0.2693281821988588,0.3531425865661965,2.9605781107749887,117.15,0.8204162053494551,202.25,2.4874685927665356,1100
0.2576108985556984,0.3556384135827619,2.9967922850941804,117.25,0.7567132878442134,202.5,2.499999999999986,1100
0.2692320889481618,0.3484569505225339,2.9995701358694715,117.2,0.8118033936859338,202.0,2.449489742783164,1100
0.2575286605946046,0.358661875777819,3.0328390577147344,117.3,0.7452221145403559,202.25,2.4874685927665356,1100
0.2672266972247789,0.3524916753610912,2.400449957820408,116.55,0.8050403716584651,202.25,2.4874685927665356,1100
0.2640380498386647,0.3423034321758532,2.4343160743831107,116.65,0.7630221163242908,202.49999999999997,2.499999999999986,1100
0.2583916011902123,0.3241030286187849,2.452967386656414,116.75,0.7152698791365394,202.75,2.4874685927665356,1100
0.2670671525984487,0.3612563786377604,2.446175535402151,116.6,0.8109013503503367,202.0,2.449489742783164,1100
0.2638943652867793,0.3589909881695763,2.4763804231175786,116.7,0.7671197755240049,202.25,2.4874685927665356,1100
0.258262950911036,0.3495608145480109,2.4916991692417443,116.8,0.7174120155113098,202.49999999999997,2.499999999999986,1100
0.250006822599975,0.3323565428090275,2.492406267043958,116.9,0.6604413297182421,202.75,2.4874685927665356,1100
0.2669073811378628,0.3617826433289315,2.490435504083573,116.65,0.8153857982574872,201.75,2.3848480035423507,1100
0.263750469419618,0.3670179007821947,2.517122315264,116.75,0.7697822744127066,202.0,2.449489742783164,1100
0.2581341005802225,0.3653320037651628,2.529221224013431,116.85,0.7180327290590587,202.25,2.4874685927665356,1100
0.2498924996788561,0.3566268097823955,2.526941778118364,116.95,0.6586901775493541,202.49999999999997,2.499999999999986,1100
0.266747382435426,0.3541072025837217,2.533306682973856,116.7,0.8185163407043256,201.5,2.291287847477907,1100
0.2636063618911263,0.3669529525731724,2.556604975353056,116.8,0.7710244808045977,201.75,2.3848480035423507,1100
0.2580050498980485,0.3726484977598446,2.565586628823903,116.9,0.7171359703710305,202.0,2.449489742783164,1100
0.2497779839505649,0.371522827512885,2.5604023121376844,117.0,0.6552745607758625,202.25,2.4874685927665356,1100
0.2634620423539827,0.358791749221981,2.5948858838106923,116.85,0.7708532610036747,201.5,2.291287847477907,1100
0.257875798563724,0.3720094794360339,2.600843901505817,116.95,0.7147160275242185,201.75,2.3848480035423507,1100
0.2496632751497905,0.3781540179222865,2.5928294872590447,117.05,0.6501682474559948,202.0,2.449489742783164,1100
0.2773575452045711,0.3366055495789826,2.544594270212837,116.65,0.8739615266131568,202.25,2.4874685927665356,1100
0.2734804220772169,0.3298672907213883,2.6030472047198834,116.75,0.8303216244323639,202.5,2.499999999999986,1100
0.2672078187240313,0.3150737024386023,2.646539060735737,116.85,0.7812520399973364,202.74999999999997,2.4874685927665356,1100
0.2583653213282927,0.2909988341022502,2.6757994599745323,116.95,0.7256521205095453,203.0,2.449489742783164,1100
0.2772097863856443,0.3417130168942484,2.593263339886638,116.7,0.8760734843607582,202.0,2.449489742783164,1100
0.2733477401145454,0.3431093402917923,2.6478028627524366,116.8,0.8306196482145118,202.25,2.4874685927665356,1100
0.2670895957044726,0.3370906819773708,2.6877731954166073,116.9,0.7795182807349674,202.5,2.499999999999986,1100
0.2582612262642677,0.3232431149405489,2.713818158978232,117.0,0.7215705093752097,202.74999999999997,2.4874685927665356,1100
0.2770618221182652,0.3381671122722742,2.640444848884369,116.75,0.8769394220811374,201.75,2.3848480035423507,1100
0.2732148652862344,0.3475058694512496,2.691234800235758,116.85,0.8296059305477508,202.0,2.449489742783164,1100
0.2669711888975143,0.3494474749995612,2.7278123102589,116.95,0.7763792565492714,202.25,2.4874685927665356,1100
0.2581569533044276,0.3441171621178882,2.750744399249047,117.04999999999998,0.7159462270310526,202.5,2.499999999999986,1100
0.273081797310753,0.3433967955742583,2.733406116917133,116.9,0.8272756493454884,201.75,2.3848480035423507,1100
0.2668525980585082,0.3531595499079261,2.76670828783954,117.0,0.7718178217688416,202.0,2.449489742783164,1100
0.2580525022331219,0.3556288109415053,2.78662161048105,117.1,0.70874254846171,202.25,2.4874685927665356,1100
0.2667338229419903,0.3485032533546408,2.804508691375372,117.04999999999998,0.7658085596283182,201.75,2.3848480035423507,1100
0.2579478728339821,0.3586806393984333,2.821489810366148,117.15,0.6999107085907454,202.0,2.449489742783164,1100
0.2868605784299893,0.3178523018885799,2.632215796624585,116.75,0.9296316474819472,202.25,2.4874685927665356,1100
0.2823325595100582,0.3148445557673959,2.714150834054732,116.85,0.8839415987496002,202.5,2.499999999999986,1100
0.2754605245981865,0.3036016761759871,2.780663410051637,116.95,0.8329381729756413,202.75,2.4874685927665356,1100
0.2660629076260176,0.2831443735223586,2.8328400501969746,117.05,0.7755738198263267,202.99999999999997,2.449489742783164,1100
0.2867234743475782,0.3189095102430608,2.6845958261906016,116.8,0.9285127893572598,202.0,2.449489742783164,1100
0.2822098889556961,0.3244185324607226,2.7622563240944893,116.9,0.8809499134457074,202.25,2.4874685927665356,1100
0.2753518401190037,0.3220890679369123,2.8249751768820905,117.0,0.8278315045949867,202.5,2.499999999999986,1100
0.2659680319879656,0.3117454509130308,2.8737308503059222,117.1,0.7680056965934559,202.75,2.4874685927665356,1100
0.2820870406642636,0.3247959268703487,2.808982867516283,116.95,0.8767067639752754,202.0,2.449489742783164,1100
0.2752429852391964,0.3308073118781822,2.8680585768076634,117.04999999999998,0.821368370464799,202.25,2.4874685927665356,1100
0.2658729905164158,0.3291267781153167,2.9135124420534053,117.15,0.7589286857142766,202.5,2.499999999999986,1100
0.2751339597565108,0.3305303427821248,2.909968169929011,117.1,0.8135164411368705,202.0,2.449489742783164,1100
0.2657777830334629,0.3370287316834708,2.9522296658627356,117.2,0.7482878790946699,202.25,2.4874685927665356,1100
0.2656824093606361,0.3361205377357488,2.9899238702682713,117.25,0.7360154550007759,202.0,2.449489742783164,1100
0.2657046598288798,0.3365887101463974,2.3426446593540384,116.5,0.8044592904553963,202.0,2.449489742783164,1100
0.2646098621035783,0.3298215911519674,2.38405594523283,116.6,0.7614860471472867,202.25,2.487468592766536,1100
0.2611167090407348,0.3149959986761984,2.409747082164433,116.7,0.7126448975471582,202.49999999999997,2.499999999999986,1100
0.2551267059877266,0.2908823669011506,2.420218740114207,116.8,0.6566277484237166,202.75,2.4874685927665356,1100
0.2655285281446679,0.3417261179547381,2.3908648539806676,116.55,0.8097337525384499,201.75,2.3848480035423507,1100
0.2644507517601249,0.3430949750206429,2.4283582931684524,116.65,0.7649666659404184,202.0,2.449489742783164,1100
0.2609734559383611,0.337048155426514,2.45051683324151,116.75,0.7141251640994033,202.25,2.4874685927665356,1100
0.2549984961767879,0.3231696632860448,2.4577552766701567,116.85,0.6557979871881277,202.49999999999997,2.499999999999986,1100
0.2653521473137469,0.3382103481368002,2.437491538446851,116.6,0.8136367432706069,201.5,2.291287847477907,1100
0.2642914128608143,0.3475208796300095,2.4712354703669983,116.7,0.7670130376988383,201.75,2.3848480035423507,1100
0.2608299896292783,0.3494354861355892,2.489992771073843,116.8,0.7140789522174699,202.0,2.449489742783164,1100
0.2548700841961421,0.3440776528093848,2.494101591756037,116.9,0.6533023802191444,202.25,2.4874685927665356,1100
0.2641318449920142,0.343441525842778,2.5127604342634813,116.75,0.767636632789238,201.5,2.291287847477907,1100
0.2606863097614775,0.3531764132345414,2.528235501293343,116.85,0.7125059648873121,201.75,2.3848480035423507,1100
0.2547414697400554,0.3556191095219935,2.5293089965443127,116.95,0.6491217143186627,202.0,2.449489742783164,1100
0.2605424159816484,0.3485494495184515,2.5653001773671633,116.9,0.7093960459433076,201.5,2.291287847477907,1100
0.254612652501694,0.3586993043645549,2.5634244186244306,117.0,0.6432231339123302,201.75,2.3848480035423507,1100
0.2766001251368133,0.317849633037409,2.47796368012124,116.6,0.871972476629853,202.0,2.449489742783164,1100
0.2747460489580883,0.3148119858169564,2.5442489559789543,116.7,0.827378238775954,202.25,2.4874685927665356,1100
0.2705684707436452,0.3035369147336376,2.594902888356325,116.8,0.7772187594236255,202.5,2.499999999999986,1100
0.2639570932047942,0.2830417032841902,2.630828529189996,116.9,0.7203323885540617,202.75,2.4874685927665356,1100
0.2764369073193433,0.3189386604292674,2.5292280937076432,116.65,0.8735416418236738,201.75,2.3848480035423507,1100
0.2745988235604627,0.3244181966357861,2.5913016034417913,116.75,0.8270989964931643,202.0,2.449489742783164,1100
0.270436328593982,0.3220595263307942,2.6382025604566453,116.85,0.7748586967957445,202.25,2.4874685927665356,1100
0.2638394312760874,0.3116847537054316,2.670730424434484,116.95,0.7155520596015356,202.5,2.499999999999986,1100
0.2744513913336017,0.3248268249434082,2.6369233492841615,116.8,0.8255015142324086,201.75,2.3848480035423507,1100
0.2703039920306012,0.3308092175179156,2.680220886419625,116.9,0.7710804108522012,202.0,2.449489742783164,1100
0.2637215837972005,0.3291001148386545,2.709469090061741,117.0,0.709205717687047,202.25,2.4874685927665356,1100
0.2701714607678173,0.3305629414940755,2.721017227067848,116.95000000000002,0.7658629120149371,201.75,2.3848480035423507,1100
0.2636035505192757,0.3370327958540765,2.7470937370246395,117.05,0.7012508467018057,202.0,2.449489742783164,1100
0.2634853311926161,0.3361547937715832,2.7836495379267845,117.1,0.6916319469197467,201.75,2.3848480035423507,1100
0.2868117424368486,0.2957003443454464,2.556056337407296,116.7,0.9263934099506532,202.0,2.449489742783164,1100
0.2842482842810598,0.2968244697426672,2.646409407102386,116.8,0.8797363241335436,202.25,2.4874685927665356,1100
0.2794232316467014,0.2893453179680217,2.7204707313257384,116.9,0.8276247640084239,202.5,2.499999999999986,1100
0.2722163503560014,0.272555563549922,2.7795429030687755,117.0,0.7689505835877878,202.75,2.4874685927665356,1100
0.2841117933105302,0.3024136996440729,2.6969545787795535,116.85,0.8761843413346299,202.0,2.449489742783164,1100
0.2793011893018233,0.3041662258115052,2.766946466775243,116.95,0.8219031268951343,202.25,2.4874685927665356,1100
0.272108326485603,0.2975399386912883,2.8223821498868644,117.05,0.7606878466230411,202.5,2.499999999999986,1100
0.279178967919128,0.3089307249511054,2.8120995714945796,117.0,0.8148059584956403,202.0,2.449489742783164,1100
0.2720001307093428,0.3112847812065594,2.8640360943954595,117.1,0.7508854772866493,202.25,2.4874685927665356,1100
0.2718917628219977,0.3152635959085914,2.90455573194938,117.15,0.739482251308305,202.0,2.449489742783164,1100
